271,521,Spiders (Araneae; NOT daddy longlegs!),2,,3,,0000-00-00 00:00:00,1
272,521,Flies (Diptera),3,,1,,0000-00-00 00:00:00,1
273,521,Unidentified,3,"black, stout, wings like a house, not HOMO?",1,,0000-00-00 00:00:00,1
274,524,Spiders (Araneae; NOT daddy longlegs!),3,,2,,0000-00-00 00:00:00,1
275,525,NONE,0,,0,,0000-00-00 00:00:00,1
276,526,"Grasshoppers, Crickets (Orthoptera)",5,molts,2,,0000-00-00 00:00:00,1
330,580,Leaf hoppers and Cicadas (Auchenorrhyncha),1,CLEAR/ GREEN SMALL OVAL-SHAPED,40,,0000-00-00 00:00:00,1
331,580,Unidentified,3,,1,,0000-00-00 00:00:00,1
332,580,Spiders (Araneae; NOT daddy longlegs!),7,,4,,0000-00-00 00:00:00,1
333,583,Mites (Acarina),8,"BUGS W/ RED LEGS, BLACK BODY",1,,0000-00-00 00:00:00,1
334,583,Leaf hoppers and Cicadas (Auchenorrhyncha),1,,12,,0000-00-00 00:00:00,1
335,583,Spiders (Araneae; NOT daddy longlegs!),1,,2,,0000-00-00 00:00:00,1
336,583,"Bees and Wasps (Hymenoptera, excluding ants)",3,,1,,0000-00-00 00:00:00,1
337,587,Scorpionflies (Mecoptera),15,"LONG NOSE, CUTLY TAIL, MOUTH LACEWING, WINGS LARGER THAN BODY, LONG ANTENNA",2,,0000-00-00 00:00:00,1
338,587,Flies (Diptera),3,,1,,0000-00-00 00:00:00,1
339,587,"Bees and Wasps (Hymenoptera, excluding ants)",1,,2,,0000-00-00 00:00:00,1
340,590,Spiders (Araneae; NOT daddy longlegs!),1,,1,,0000-00-00 00:00:00,1
341,590,Beetles (Coleoptera),1,,1,,0000-00-00 00:00:00,1
342,590,Unidentified,3,,1,,0000-00-00 00:00:00,1
343,590,"Bees and Wasps (Hymenoptera, excluding ants)",2,,2,,0000-00-00 00:00:00,1
344,594,Beetles (Coleoptera),21,,1,,0000-00-00 00:00:00,1
345,594,Flies (Diptera),3,,2,,0000-00-00 00:00:00,1
346,594,Unidentified,3,,1,,0000-00-00 00:00:00,1
347,597,Leaf hoppers and Cicadas (Auchenorrhyncha),1,,13,,0000-00-00 00:00:00,1
348,597,Spiders (Araneae; NOT daddy longlegs!),8,,1,,0000-00-00 00:00:00,1
349,597,Unidentified,1,,1,,0000-00-00 00:00:00,1
350,600,"Bees and Wasps (Hymenoptera, excluding ants)",3,,1,,0000-00-00 00:00:00,1
351,601,"Bees and Wasps (Hymenoptera, excluding ants)",15,,1,,0000-00-00 00:00:00,1
352,601,Unidentified,1,,1,,0000-00-00 00:00:00,1
353,601,Leaf hoppers and Cicadas (Auchenorrhyncha),1,,5,,0000-00-00 00:00:00,1
354,601,Spiders (Araneae; NOT daddy longlegs!),3,,1,,0000-00-00 00:00:00,1
355,605,"Bees and Wasps (Hymenoptera, excluding ants)",3,,1,,0000-00-00 00:00:00,1
356,606,"Bees and Wasps (Hymenoptera, excluding ants)",3,,1,,0000-00-00 00:00:00,1
357,606,Spiders (Araneae; NOT daddy longlegs!),1,,2,,0000-00-00 00:00:00,1
358,608,Leaf hoppers and Cicadas (Auchenorrhyncha),1,,1,,0000-00-00 00:00:00,1
359,609,"Bees and Wasps (Hymenoptera, excluding ants)",3,,2,,0000-00-00 00:00:00,1
360,609,Flies (Diptera),3,,1,,0000-00-00 00:00:00,1
361,609,Unidentified,1,SMALL HEMI?,1,,0000-00-00 00:00:00,1
362,609,Leaf hoppers and Cicadas (Auchenorrhyncha),1,,3,,0000-00-00 00:00:00,1
363,613,Beetles (Coleoptera),1,,6,,0000-00-00 00:00:00,1
364,613,Spiders (Araneae; NOT daddy longlegs!),4,,2,,0000-00-00 00:00:00,1
365,613,Caterpillars (Lepidoptera larvae),15,,1,,0000-00-00 00:00:00,1
366,613,Leaf hoppers and Cicadas (Auchenorrhyncha),1,,1,,0000-00-00 00:00:00,1
367,613,Unidentified,2,LACEWING,2,,0000-00-00 00:00:00,1
368,618,Unidentified,1,"TINY GREEN, TRANSLUCENT",9,,0000-00-00 00:00:00,1
369,618,Beetles (Coleoptera),3,,1,,0000-00-00 00:00:00,1
370,618,Flies (Diptera),1,,2,,0000-00-00 00:00:00,1
371,618,Spiders (Araneae; NOT daddy longlegs!),3,,1,,0000-00-00 00:00:00,1
372,622,Unidentified,1,TINY GREEN,4,,0000-00-00 00:00:00,1
373,622,Flies (Diptera),3,,1,,0000-00-00 00:00:00,1
374,622,Leaf hoppers and Cicadas (Auchenorrhyncha),1,,5,,0000-00-00 00:00:00,1
375,625,Beetles (Coleoptera),2,,2,,0000-00-00 00:00:00,1
376,625,Unidentified,1,,1,,0000-00-00 00:00:00,1
377,625,Leaf hoppers and Cicadas (Auchenorrhyncha),1,,1,,0000-00-00 00:00:00,1
378,628,Leaf hoppers and Cicadas (Auchenorrhyncha),1,,14,,0000-00-00 00:00:00,1
379,628,Unidentified,1,,5,,0000-00-00 00:00:00,1
380,628,"Bees and Wasps (Hymenoptera, excluding ants)",1,,12,,0000-00-00 00:00:00,1
381,628,Caterpillars (Lepidoptera larvae),3,,1,,0000-00-00 00:00:00,1
382,632,"Bees and Wasps (Hymenoptera, excluding ants)",4,,7,,0000-00-00 00:00:00,1
383,632,Unidentified,3,,1,,0000-00-00 00:00:00,1
384,632,Leaf hoppers and Cicadas (Auchenorrhyncha),3,,1,,0000-00-00 00:00:00,1
385,632,Leaf hoppers and Cicadas (Auchenorrhyncha),3,,4,,0000-00-00 00:00:00,1
386,632,Leaf hoppers and Cicadas (Auchenorrhyncha),3,,1,,0000-00-00 00:00:00,1
387,632,Spiders (Araneae; NOT daddy longlegs!),3,,1,,0000-00-00 00:00:00,1
388,638,Leaf hoppers and Cicadas (Auchenorrhyncha),2,14 TOTAL 0F 2-5 (NO 5-10),21,,0000-00-00 00:00:00,1
389,638,Spiders (Araneae; NOT daddy longlegs!),4,,2,,0000-00-00 00:00:00,1
390,638,Unidentified,1,"SMALL WHITE, BIG WINGS +APHID CARRYING DEAD?",2,,0000-00-00 00:00:00,1
391,638,Unidentified,3,,1,,0000-00-00 00:00:00,1
392,642,Spiders (Araneae; NOT daddy longlegs!),4,,3,,0000-00-00 00:00:00,1
393,642,Leaf hoppers and Cicadas (Auchenorrhyncha),8,,2,,0000-00-00 00:00:00,1
394,644,Ants (Formicidae),3,ANTS,2,,0000-00-00 00:00:00,1
395,644,True Bugs (Heteroptera),3,,1,,0000-00-00 00:00:00,1
396,644,Caterpillars (Lepidoptera larvae),8,,1,,0000-00-00 00:00:00,1
397,644,Leaf hoppers and Cicadas (Auchenorrhyncha),8,WHITE APHID,3,,0000-00-00 00:00:00,1
398,644,Mites (Acarina),3,RED MITE,1,,0000-00-00 00:00:00,1
399,644,Spiders (Araneae; NOT daddy longlegs!),8,,1,,0000-00-00 00:00:00,1
400,650,Leaf hoppers and Cicadas (Auchenorrhyncha),3,,2,,0000-00-00 00:00:00,1
401,650,"Bees and Wasps (Hymenoptera, excluding ants)",3,,1,,0000-00-00 00:00:00,1
402,652,"Bees and Wasps (Hymenoptera, excluding ants)",3,,3,,0000-00-00 00:00:00,1
403,652,Leaf hoppers and Cicadas (Auchenorrhyncha),3,,1,,0000-00-00 00:00:00,1
404,652,Spiders (Araneae; NOT daddy longlegs!),1,,1,,0000-00-00 00:00:00,1
405,652,Mites (Acarina),3,,1,,0000-00-00 00:00:00,1
406,656,Leaf hoppers and Cicadas (Auchenorrhyncha),2,,10,,0000-00-00 00:00:00,1
